location,source,target
mj/desktopInfo|12|4|1,鳴きなし,鳴きなし
mj/desktopInfo|12|4|4,鳴,鳴
mj/desktopInfo|12|5|3,ツモ切り,ツモ切り
mj/desktopInfo|12|5|4,切,切
mj/desktopInfo|13|5,スタンプ,スタンプ
mj/fieldspell|2|2|0,はい,はい
mj/gameend|0|6,終局,終局
mj/gameend|0|7|2,称号リストに加えました,称号リストに加えました
mj/gameend|0|8|2,確認,確認
mj/gameend|0|9|2,退出,退出
mj/gameend|0|10|2,対局に戻る,対局に戻る
mj/hangup_warn|1|2,席を外しているため、自動ツモ切りに切り替えています,席を外しているため、自動ツモ切りに切り替えています
mj/hangup_warn|1|3|0,再開,再開
mj/huansanzhang_changetype|0|0,交換中,交換中
mj/huleshow|3|12|3,確認,確認
mj/hu_xuezhan|7|3,確認,確認
mj/hu_xuezhan|9|2,局,局
mj/info_md5|0|2|0,"雀魂は完全ランダムでの対局の生成を保証します。対局開始時にはすでに牌山の牌順が固定されており、対局状況に応じて牌山や配牌が変更されることはありません。この声明を証明するために、雀魂ではMD5ハッシュ検証システムを導入しています。\nMD5は、公用の標準的なアルゴリズムで、暗号化や復号化に広く用いられています。一定のアルゴリズムを通して、入力されたデータ（牌山の牌順）をハッシュ値に変換します。MD5には以下の特徴を兼ね備えています。\n 1，生成されたMD5ハッシュで元の入力内容を解析することは出来ません。対局開始時に与えられたMD5ハッシュが解析され事前に牌山が解析されることはありません。 \n 2，一つの入力内容に対し、生成されるMD5ハッシュは一つのみとなります。また、牌山の牌順は少しでも異なれば、生成されるMD5ハッシュは全く異なります。\n上記により、牌山が改ざんされることはないということを保証します。\n MD5ハッシュ検証ステップ\n1.対局中、プレイヤーは画面左上の四角の枠内に表示されるドラ表示牌をクリックすると、その対局の牌山が生成したMD5ハッシュを確認できます。MD5ハッシュは配牌するごとに生成されます。\n 2.対局終了後、プレイヤーは「牌譜」内で対局中のものと同じかどうかを局単位で参照することができます。これにより対局中に与えられたMD5ハッシュが間違っていなかったかを検証します。\n 3.慣例的な呼び名を参考に、牌は全て符号化されています。それぞれ萬字はm、筒子はp、索子はs、字牌はzを使って表されます。したがって、一萬は1m、九筒は9p、五索は5sとなります。東南西北白發中はそれぞれ1z、2z、3z、4z、5z、6z、7zとなります。特殊な牌である赤の五萬は0m、赤の五筒は0p、赤の五索は0sと表されます。これにより、文字列を用いて牌山の牌順を表すことができます、これが「牌山コード」といいます。仮に牌山の牌順が八筒・七索・東風・赤五萬だった場合、文字列で表すと8p7s1z0mとなります。\n4.任意のMD5ハッシュ計算ツールを使用し、「牌山コード」を入力し、変換（ハッシュ化）してください。このとき、バイト長は16Byte、全部で32文字のハッシュ値になるようにしてください。変換後、表示されたMD5ハッシュと対局中に記録したMD5ハッシュが同じであるかを確認してください。同じであれば、対局が進行していたとき牌山の牌順は固定されており、後から改ざんされたものではないと証明することができます。一打でも改ざんされていれば、牌譜での配牌が異なったり、あるいはMD5ハッシュが合わなくなるからです。\n 「雀魂」をいつも応援していただきましてありがとうございます。プレイヤーの皆様が「雀魂」を通して麻雀を楽しみながら、ますます上達なさいますよう願っております。","雀魂は完全ランダムでの対局の生成を保証します。対局開始時にはすでに牌山の牌順が固定されており、対局状況に応じて牌山や配牌が変更されることはありません。この声明を証明するために、雀魂ではMD5ハッシュ検証システムを導入しています。\nMD5は、公用の標準的なアルゴリズムで、暗号化や復号化に広く用いられています。一定のアルゴリズムを通して、入力されたデータ（牌山の牌順）をハッシュ値に変換します。MD5には以下の特徴を兼ね備えています。\n 1，生成されたMD5ハッシュで元の入力内容を解析することは出来ません。対局開始時に与えられたMD5ハッシュが解析され事前に牌山が解析されることはありません。 \n 2，一つの入力内容に対し、生成されるMD5ハッシュは一つのみとなります。また、牌山の牌順は少しでも異なれば、生成されるMD5ハッシュは全く異なります。\n上記により、牌山が改ざんされることはないということを保証します。\n MD5ハッシュ検証ステップ\n1.対局中、プレイヤーは画面左上の四角の枠内に表示されるドラ表示牌をクリックすると、その対局の牌山が生成したMD5ハッシュを確認できます。MD5ハッシュは配牌するごとに生成されます。\n 2.対局終了後、プレイヤーは「牌譜」内で対局中のものと同じかどうかを局単位で参照することができます。これにより対局中に与えられたMD5ハッシュが間違っていなかったかを検証します。\n 3.慣例的な呼び名を参考に、牌は全て符号化されています。それぞれ萬字はm、筒子はp、索子はs、字牌はzを使って表されます。したがって、一萬は1m、九筒は9p、五索は5sとなります。東南西北白發中はそれぞれ1z、2z、3z、4z、5z、6z、7zとなります。特殊な牌である赤の五萬は0m、赤の五筒は0p、赤の五索は0sと表されます。これにより、文字列を用いて牌山の牌順を表すことができます、これが「牌山コード」といいます。仮に牌山の牌順が八筒・七索・東風・赤五萬だった場合、文字列で表すと8p7s1z0mとなります。\n4.任意のMD5ハッシュ計算ツールを使用し、「牌山コード」を入力し、変換（ハッシュ化）してください。このとき、バイト長は16Byte、全部で32文字のハッシュ値になるようにしてください。変換後、表示されたMD5ハッシュと対局中に記録したMD5ハッシュが同じであるかを確認してください。同じであれば、対局が進行していたとき牌山の牌順は固定されており、後から改ざんされたものではないと証明することができます。一打でも改ざんされていれば、牌譜での配牌が異なったり、あるいはMD5ハッシュが合わなくなるからです。\n 「雀魂」をいつも応援していただきましてありがとうございます。プレイヤーの皆様が「雀魂」を通して麻雀を楽しみながら、ますます上達なさいますよう願っております。"
mj/liuju|1|3,確認,確認
mj/live_broadcast|0|1,観戦,観戦
mj/live_broadcast|0|2|0|0,手牌表示,手牌表示
mj/live_broadcast|0|3|0|0,放銃牌表示,放銃牌表示
mj/live_broadcast|0|4|0|0,巻き戻し,巻き戻し
mj/live_broadcast|1,リアルタイム観戦中,リアルタイム観戦中
mj/ob_replay|0|8|3,局,局
mj/ob_replay|0|9|2,巡目,巡目
mj/ob_replay|1|1|0|2|2,局,局
mj/ob_replay|1|1|0|2|4,本場,本場
mj/ob_replay|1|1|0|4|1,ツモ和,ツモ和
mj/ob_replay|1|1|0|5|1,放銃,放銃
mj/ob_replay|2|1|0|2,巡目,巡目
mj/replay|1|8|3,局,局
mj/replay|1|9|2,巡目,巡目
mj/replay|1|13|1,山,山
mj/replay|2|1|0|2|2,局,局
mj/replay|2|1|0|2|4,本場,本場
mj/replay|2|1|0|3,荒牌流局,荒牌流局
mj/replay|2|1|0|5|1,放銃,放銃
mj/replay|3|1|0|2,巡目,巡目
mj/replay|4|1,牌譜,牌譜
mj/replay|4|2|0|0,手牌表示,手牌表示
mj/replay|4|3|0|0,放銃牌表示,放銃牌表示
mj/replay|4|4|0|0,演出再生,演出再生
mj/replay|4|5|0|0,プレイヤー名表示,プレイヤー名表示
mj/replay|5|0|0|1|1,牌山コード,牌山コード
mj/replay|6|1|2,ブックマーク,ブックマーク
mj/replay|6|1|3|0,保存,保存
mj/replay|6|1|5,コメントが長すぎます,コメントが長すぎます
mj/replay|6|1|6,牌譜のタイトルを入力してください,牌譜のタイトルを入力してください
mj/rewardprogress|1|0,絆,絆
mj/rewardprogress|2|1,絆報酬,絆報酬
mj/scorechange|6|3,確認,確認
mj/scorechange|8|2,局,局
mj/scorechange|8|4,本場,本場
mj/task_progress|0|0|6,枚,枚
mj/task_progress|0|1|6,枚,枚
mj/task_progress|0|2|6,枚,枚
mj/tingpai|0|2|0|1|0,振り聴,振り聴
mj/tingpai|0|2|1|1|0,振り聴,振り聴
mj/tingpai|0|2|2|1|0,振り聴,振り聴
mj/tingpai|0|2|3|1|0,振り聴,振り聴
mj/tingpai|0|2|4|1|0,振り聴,振り聴
mj/tingpai|0|2|5|1|0,振り聴,振り聴
mj/tingpai|0|2|6|1|0,振り聴,振り聴
mj/tingpai|0|2|7|1|0,振り聴,振り聴
mj/tingpai|0|2|8|1|0,振り聴,振り聴
mj/tingpai|0|2|9|1|0,振り聴,振り聴
mj/tingpai|0|2|10|1|0,振り聴,振り聴
mj/tingpai|0|2|11|1|0,振り聴,振り聴
mj/tingpai|0|2|12|1|0,振り聴,振り聴
mj/tingpai|0|2|13|1|0,振り聴,振り聴
mj/tingpai|0|2|14|1|0,振り聴,振り聴
mj/vote|0|2,対戦終了,対戦終了
mj/vote|0|3,対戦終了の投票を開始しますか？,対戦終了の投票を開始しますか？
mj/vote|0|4,（対戦に参加している全員が賛成する場合、対戦が終了します）,（対戦に参加している全員が賛成する場合、対戦が終了します）
mj/vote|0|5|0,確認,確認
mj/vote|0|6|0,いいえ,いいえ
mj/vote_cd|0|2,対戦終了,対戦終了
mj/vote_cd|0|3,前回の投票は全員賛成ではなかったため、次回の終了投票が開始できるまで5分以上お待ちください。,前回の投票は全員賛成ではなかったため、次回の終了投票が開始できるまで5分以上お待ちください。
mj/vote_cd|0|5|0,確認,確認
mj/vote_progress|0|2,対戦終了,対戦終了
mj/vote_progress|0|3|0,賛成,賛成
mj/vote_progress|0|4|0,反対,反対
mj/win|1|7|0|1,流局満貫,流局満貫
mj/win|1|16|3,確認,確認
mj/win|1|20|0,累計PT:,累計PT:
mj/win|1|20|3,排名点数：,排名点数：
spot/spot_choose|0|0|4|3,x1でアンロック,x1でアンロック
spot/spot_choose|0|0|4|4,前提の物語を先に閲覧してください,前提の物語を先に閲覧してください
spot/spot_choose|0|1|4|3,x1でアンロック,x1でアンロック
spot/spot_choose|0|1|4|4,前提の物語を先に閲覧してください,前提の物語を先に閲覧してください
spot/spot_choose|0|2|4|3,x1でアンロック,x1でアンロック
spot/spot_choose|0|2|4|4,前提の物語を先に閲覧してください,前提の物語を先に閲覧してください
spot/spot_choose|0|3|4|3,x1でアンロック,x1でアンロック
spot/spot_choose|0|3|4|4,前提の物語を先に閲覧してください,前提の物語を先に閲覧してください
spot/spot_choose|0|4|4|3,x1でアンロック,x1でアンロック
spot/spot_choose|0|4|4|4,前提の物語を先に閲覧してください,前提の物語を先に閲覧してください
