location,source,target
mj/replay|6|1|5,コメントが長すぎます,코멘트가 너무 깁니다.
mj/replay|6|1|6,牌譜のタイトルを入力してください,패보의 제목을 입력해주세요
mj/rewardprogress|1|0,絆,친밀
mj/rewardprogress|2|1,絆報酬,친밀 보상
mj/scorechange|6|3,確認,확인
mj/scorechange|8|2,局,국
mj/scorechange|8|4,本場,본장
mj/task_progress|0|0|6,枚,개
mj/task_progress|0|1|6,枚,개
mj/task_progress|0|2|6,枚,개
mj/tingpai|0|2|0|1|0,振り聴,후리텐
mj/tingpai|0|2|1|1|0,振り聴,후리텐
mj/tingpai|0|2|2|1|0,振り聴,후리텐
mj/tingpai|0|2|3|1|0,振り聴,후리텐
mj/tingpai|0|2|4|1|0,振り聴,후리텐
mj/tingpai|0|2|5|1|0,振り聴,후리텐
mj/tingpai|0|2|6|1|0,振り聴,후리텐
mj/tingpai|0|2|7|1|0,振り聴,후리텐
mj/tingpai|0|2|8|1|0,振り聴,후리텐
mj/tingpai|0|2|9|1|0,振り聴,후리텐
mj/tingpai|0|2|10|1|0,振り聴,후리텐
mj/tingpai|0|2|11|1|0,振り聴,후리텐
mj/tingpai|0|2|12|1|0,振り聴,후리텐
mj/tingpai|0|2|13|1|0,振り聴,후리텐
mj/tingpai|0|2|14|1|0,振り聴,후리텐
mj/vote|0|2,対戦終了,대전 종료
mj/vote|0|3,対戦終了の投票を開始しますか？,대전종료 투표를 시작하시겠습니까?
mj/vote|0|4,（対戦に参加している全員が賛成する場合、対戦が終了します）,（대전에 참가 중인 전원이 찬성할 경우 대전이 종료됩니다.）
mj/vote|0|5|0,確認,확인
mj/vote|0|6|0,いいえ,아니오
mj/vote_cd|0|2,対戦終了,대전 종료
mj/vote_cd|0|3,前回の投票は全員賛成ではなかったため、次回の終了投票が開始できるまで5分以上お待ちください。,"이전 투표가 전원 찬성이 아니었으므로, 다음 투표까지는 5분 이상 기다려주세요."
mj/vote_cd|0|5|0,確認,확인
mj/vote_progress|0|2,対戦終了,대전 종료
mj/vote_progress|0|3|0,賛成,찬성
mj/vote_progress|0|4|0,反対,반대
mj/win|1|7|0|1,流局満貫,유국만관
mj/win|1|16|3,確認,확인
mj/win|1|20|0,累計PT:,누적PT:
mj/win|1|20|3,排名点数：,랭킹점수：
spot/spot_choose|0|0|4|3,x1でアンロック,x1으로 해금
spot/spot_choose|0|0|4|4,前提の物語を先に閲覧してください,이전 스토리를 해금해주십시오.
spot/spot_choose|0|1|4|3,x1でアンロック,x1으로 해금
spot/spot_choose|0|1|4|4,前提の物語を先に閲覧してください,앞의 스토리를 먼저 해금해주세요
spot/spot_choose|0|2|4|3,x1でアンロック,x1으로 해금
spot/spot_choose|0|2|4|4,前提の物語を先に閲覧してください,앞의 스토리를 먼저 해금해주세요
spot/spot_choose|0|3|4|3,x1でアンロック,x1으로 해금
spot/spot_choose|0|3|4|4,前提の物語を先に閲覧してください,앞의 스토리를 먼저 해금해주세요
spot/spot_choose|0|4|4|3,x1でアンロック,x1으로 해금
spot/spot_choose|0|4|4|4,前提の物語を先に閲覧してください,앞의 스토리를 먼저 해금해주세요
